FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A89,RQ1,Principles and Values,Openness,We chose software that was freely available in the cloud (on the web) and used hardware students might already own or could borrow from the institution.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A89,RQ1,Principles and Values,Process improvement,We found video annotation tools like VideoANT to be extremely useful to students to 'close the loop' in the peer review process.,4,"process, mining, data, business, provides, bridge, modeling, important"
A89,RQ1,Objective and Motivation,Transforming current practices through innovations,We used low threshold (easy-to-learn) technologies to help students extend their capabilities to express ideas and to engage in 'transmedia navigation.',4,"process, mining, data, business, provides, bridge, modeling, important"
A89,RQ2,Gaps,Lack of evaluation and monitoring of the impact of manifestos,A more formal quantitative study can be undertaken to compare effects of using video annotation software for peer review among students in experimental and control groups.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A89,RQ3,Relationship with SWeBok,Software Quality,We found increases in student confidence regarding their technical ability to author video texts and to navigate between different media types (transmedia navigation).,3,"design, principles, community, people, need, thinking, must, patterns"
A90,RQ1,Principles and Values,User focus,The most important social evolution within the computing professions would be to create a role for the software designer as a champion of the user experience.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A90,RQ1,Principles and Values,Openness,We need to take a fresh look at the entire process of creating software—what I call the software design viewpoint.,3,"design, principles, community, people, need, thinking, must, patterns"
A90,RQ1,Principles and Values,Ethics and Responsibility,Computing professionals themselves should take responsibility for creating a positive user experience.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A90,RQ1,Principles and Values,Change,We need to rethink the fundamentals of how software is made.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A90,RQ1,Objective and Motivation,Criticism of the current situation and the need for cultural change,The lack of usability of software and the poor design of programs are the secret shame of the industry.,3,"design, principles, community, people, need, thinking, must, patterns"
A90,RQ1,Main Guidelines,Adopt new technologies and approaches,The most important social evolution within the computing professions would be to create a role for the software designer as a champion of the user experience.,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A90,RQ1,Impact and Applicability,Ensure security and privacy,The fact that design and implementation are closely related does not mean that they are identical—even if the two tasks are sometimes performed by one and the same person.,3,"design, principles, community, people, need, thinking, must, patterns"
